student_id,age,studytime,failures,absences,g1_to_g2_change,avg_g1_g2,sex,address,famsize,Pstatus,schoolsup,famsup,label_at_risk
76,15,2,0,6,0,9.0,1,1,0,1,0,1,0
77,15,4,0,8,0,11.0,1,1,0,1,0,0,0
78,16,4,0,0,0,11.0,0,1,0,1,0,0,0
79,17,1,3,2,0,8.0,1,1,0,1,1,1,0
80,16,2,0,12,0,5.0,0,1,0,1,0,1,1
81,15,1,0,2,2,11.0,1,1,0,1,1,1,0
82,15,3,0,4,-1,10.5,1,1,0,1,1,0,0
83,15,2,0,10,-1,6.5,0,1,1,1,0,1,1
84,15,2,0,4,0,15.0,1,1,1,1,0,0,0
85,15,2,0,2,1,9.5,0,1,0,1,0,1,0
86,15,2,2,6,2,8.0,0,1,0,1,0,0,1
87,16,2,0,4,-1,7.5,0,1,1,1,0,1,1
88,15,3,0,4,1,13.5,0,1,0,1,0,1,0
89,16,2,1,12,-1,10.5,1,1,0,1,0,0,0
90,16,2,0,18,-2,7.0,1,1,1,0,0,1,1
91,16,3,0,0,0,7.0,0,1,0,1,0,1,1
92,15,1,0,4,1,16.5,0,1,0,1,0,0,0
93,16,2,0,4,-1,6.5,0,1,1,1,1,1,1
94,16,2,0,0,-1,10.5,0,1,0,1,0,1,0
95,15,4,0,6,2,12.0,1,1,1,1,0,1,0
96,15,4,1,2,3,8.5,0,0,0,1,1,1,0
97,16,1,0,2,4,13.0,1,0,0,1,1,1,0
98,16,2,0,2,1,8.5,0,1,0,1,0,1,0
99,16,1,0,6,3,12.5,0,1,0,1,0,0,0
100,16,3,0,0,2,8.0,0,1,0,1,1,1,1
101,16,1,0,14,0,7.0,1,1,0,1,1,1,1
102,16,3,0,0,1,16.5,1,1,0,1,0,1,0
103,15,1,0,4,3,11.5,1,1,0,1,0,1,0
104,15,2,0,26,-1,6.5,0,1,0,1,1,1,1
105,15,2,0,0,2,17.0,1,1,0,0,0,1,0
106,15,4,0,10,1,10.5,0,1,0,0,1,0,0
107,15,4,0,8,1,7.5,0,1,0,1,1,1,1
108,16,3,0,2,2,17.0,1,1,0,1,0,1,0
109,15,4,0,6,3,11.5,1,0,0,1,0,1,0
110,16,3,0,4,1,14.5,0,1,1,1,0,1,0
111,15,1,0,6,1,18.5,1,1,1,0,0,0,0
112,16,3,1,0,3,8.5,0,0,0,1,1,1,0
113,16,2,1,6,3,11.5,0,1,0,1,1,0,0
114,15,1,0,10,1,18.5,1,1,1,1,0,0,0
115,15,2,0,8,0,9.0,1,0,0,1,0,0,1
116,16,2,0,2,0,15.0,1,1,0,1,0,1,0
117,15,2,0,2,2,12.0,1,1,0,1,0,1,0
118,16,1,0,0,1,13.5,1,1,0,1,0,0,0
119,17,2,1,20,-2,8.0,1,0,0,1,0,1,1
120,15,1,0,6,-1,13.5,1,1,0,1,0,0,0
121,15,2,0,2,-1,15.5,0,1,0,1,0,0,0
122,15,4,0,6,-2,15.0,1,1,0,1,0,1,0
123,16,2,0,2,0,13.0,0,1,1,1,0,1,0
124,16,1,0,18,-3,12.5,1,1,0,1,0,1,0
125,16,2,0,0,-1,7.5,0,1,0,1,0,0,1
126,15,1,0,0,0,13.0,1,1,0,1,1,0,0
127,15,2,0,0,3,8.5,0,1,1,0,1,0,0
128,19,2,3,2,1,7.5,0,1,0,1,0,1,1
129,18,1,2,0,-3,5.5,1,0,0,1,0,1,1
130,16,1,0,8,0,18.0,1,0,0,1,0,0,0
131,15,3,2,0,-12,6.0,0,0,0,1,0,1,1
132,15,1,0,0,-8,4.0,0,1,0,1,0,1,1
133,17,1,0,12,3,11.5,0,1,1,1,0,1,0
134,16,1,0,16,-1,11.5,0,1,0,0,0,0,0
135,15,2,0,0,-9,4.5,1,0,0,1,0,1,1
136,15,3,0,0,-11,5.5,0,1,0,1,0,1,1
137,17,2,0,0,-10,5.0,1,0,0,1,0,0,1
138,16,1,2,0,-4,2.0,0,1,0,0,0,1,1
139,16,2,1,0,-2,13.0,1,1,1,1,0,0,0
140,15,1,0,0,0,16.0,0,1,0,1,0,0,0
141,15,4,0,0,2,8.0,1,1,0,1,1,1,1
142,16,1,2,8,0,9.0,1,1,1,1,0,1,1
143,15,3,0,2,2,10.0,0,1,0,1,0,1,0
144,16,1,0,2,0,14.0,0,1,1,1,0,0,0
145,17,1,3,0,-5,2.5,1,1,0,1,0,1,1
146,15,2,0,0,3,9.5,0,1,0,1,0,1,0
147,15,2,3,0,1,6.5,0,1,0,1,0,1,1
148,15,2,0,2,1,10.5,0,1,0,1,0,1,0
149,16,1,0,0,-1,6.5,1,1,0,1,0,1,1
150,15,1,3,0,1,8.5,1,1,1,0,0,0,0
151,18,1,3,0,-1,5.5,1,1,1,1,0,0,1
152,16,1,1,6,1,12.5,1,1,1,1,0,0,0
153,15,3,2,8,0,10.0,0,0,0,1,0,1,0
154,19,1,3,0,-5,2.5,1,1,0,1,0,1,1
155,17,1,0,0,0,11.0,0,1,0,1,1,1,0
156,15,2,0,2,-3,9.5,1,0,0,1,1,0,1
157,17,1,0,8,-4,14.0,1,0,1,1,0,0,0
158,18,1,3,6,-1,8.5,0,0,0,1,0,1,0
159,16,1,0,2,-2,16.0,1,0,0,1,0,0,0
160,16,2,1,4,2,11.0,1,1,0,1,0,1,0
161,17,1,2,0,-1,6.5,1,0,1,1,0,0,1
162,15,2,2,6,4,7.0,1,0,0,1,1,1,1
163,16,1,1,0,-7,3.5,1,1,1,1,0,0,1
164,17,1,0,2,0,10.0,1,1,0,1,0,0,0
165,17,2,3,0,3,6.5,1,0,1,1,0,0,1
166,16,1,1,16,-1,11.5,1,1,0,1,0,1,0
167,16,2,0,4,0,10.0,1,1,0,1,0,0,0
168,16,2,0,0,1,14.5,0,1,0,1,0,0,0
169,16,2,0,0,1,6.5,0,1,0,1,0,1,1
170,16,2,0,0,0,14.0,0,1,0,1,0,1,0
171,16,1,2,0,-1,5.5,1,1,0,1,0,1,1
172,16,2,0,2,2,14.0,1,1,0,1,0,1,0
173,17,2,0,0,-2,12.0,1,1,1,1,0,1,0
174,16,2,3,0,-1,7.5,0,1,0,1,0,0,1
175,16,2,0,4,1,10.5,0,1,1,1,0,1,1
176,17,2,0,4,-1,9.5,1,1,1,1,0,0,1
177,16,2,0,2,0,13.0,0,1,0,1,0,0,0
178,17,2,0,4,-1,5.5,1,1,0,1,0,0,1
179,16,1,0,10,-2,9.0,1,0,0,1,0,1,1
180,17,2,0,4,0,10.0,1,1,0,1,0,1,0
181,16,2,0,10,-1,8.5,1,1,0,1,0,1,1
182,16,2,0,2,1,12.5,1,1,0,1,0,0,0
183,17,2,0,0,1,16.5,0,1,0,1,0,1,0
184,17,2,0,56,0,9.0,0,1,1,1,0,1,1
185,16,2,0,14,1,12.5,0,1,0,1,0,1,0
186,17,2,0,12,0,12.0,1,1,0,1,0,1,0
187,16,1,0,2,1,11.5,1,1,0,1,0,1,0
188,16,2,0,0,0,15.0,1,1,1,1,0,0,0
189,17,2,0,6,-1,7.5,0,1,0,0,0,1,1
190,17,2,0,4,1,8.5,1,0,0,1,0,0,0
191,16,2,0,10,1,11.5,0,1,0,1,0,0,0
192,17,2,0,0,0,8.0,0,1,0,1,0,0,1
193,17,2,0,12,1,7.5,1,1,0,1,0,0,1
194,16,1,0,8,1,8.5,1,0,0,1,0,1,0
195,16,1,0,0,1,13.5,1,1,0,1,0,0,0
196,17,2,0,0,1,14.5,0,1,1,1,0,0,0
197,17,1,0,4,-2,16.0,1,1,0,1,0,0,0
198,16,1,0,8,0,9.0,1,0,1,1,0,1,0
199,17,1,1,24,0,18.0,0,1,0,1,0,1,0
200,16,2,0,0,0,9.0,0,1,1,1,0,1,0
201,16,2,0,2,0,16.0,0,1,0,1,0,1,0
202,16,2,0,6,2,9.0,0,1,0,1,1,1,0
203,17,2,0,4,0,9.0,0,1,0,1,0,1,0
204,17,1,0,18,-1,6.5,0,0,0,1,0,1,1
205,16,4,0,6,0,10.0,0,0,0,1,0,1,0
206,17,3,1,28,-1,9.5,0,1,0,1,0,1,1
207,16,2,3,5,0,7.0,0,1,0,0,0,1,1
208,16,2,0,10,1,11.5,0,1,0,1,0,0,0
209,16,1,0,6,0,9.0,0,1,0,1,0,1,0
210,17,3,0,6,0,7.0,0,0,0,1,0,1,1
211,19,4,0,10,0,8.0,0,1,0,1,0,1,1
212,17,2,0,13,0,12.0,1,1,1,1,0,1,0
213,16,2,0,0,1,12.5,0,1,0,0,1,1,0
214,18,2,1,15,1,6.5,1,1,0,1,0,1,1
215,17,1,0,12,2,9.0,0,0,1,1,0,1,0
216,17,2,0,2,1,14.5,0,1,1,1,0,0,0
217,17,2,2,22,0,6.0,0,1,0,1,0,0,1
218,18,2,1,13,0,6.0,1,1,1,1,0,1,1
219,17,1,0,3,0,7.0,0,1,0,1,0,1,1
220,17,3,0,4,1,9.5,0,1,0,1,0,1,0
221,17,2,0,2,0,6.0,0,0,0,1,0,1,1
222,17,3,1,0,-1,5.5,0,1,0,1,0,1,1
223,16,2,0,2,0,16.0,0,1,0,1,1,0,0
224,18,2,0,0,1,12.5,1,1,0,1,0,1,0
225,16,3,0,0,0,13.0,0,1,0,1,0,1,0
226,18,2,1,16,-1,8.5,0,0,0,1,0,0,1
227,17,2,0,10,-1,15.5,0,1,0,1,0,0,0
228,17,2,0,2,-1,11.5,1,1,1,1,0,1,0
229,18,2,0,14,-2,9.0,1,1,1,1,1,1,1
230,17,3,0,10,-2,11.0,0,1,0,0,0,0,0
231,17,2,0,14,0,13.0,0,1,1,1,0,0,0
232,17,2,0,4,0,11.0,1,0,0,1,0,1,0
233,17,2,0,14,-2,10.0,1,1,0,1,1,1,1
234,16,2,0,2,-1,13.5,1,1,0,1,0,1,0
235,16,2,0,18,-2,8.0,1,1,1,1,0,1,1
236,16,3,0,10,-2,10.0,1,1,0,1,0,0,0
237,17,2,0,4,-1,13.5,1,1,1,1,0,0,0
238,16,1,0,20,-1,12.5,0,1,0,1,0,0,0
239,17,2,0,2,-2,12.0,0,0,0,1,0,0,0
240,18,2,1,0,0,7.0,1,1,0,1,0,0,1
241,17,2,0,14,0,12.0,1,1,1,1,0,0,0
242,17,2,0,2,1,10.5,1,0,1,0,0,1,0
243,16,1,0,0,-6,3.0,1,1,1,1,0,0,1
244,16,1,0,0,-1,12.5,1,1,0,1,0,0,0
245,18,3,0,0,-7,3.5,0,1,0,1,0,1,1
246,16,1,0,6,0,18.0,1,1,0,1,0,0,0
247,17,1,0,4,0,12.0,1,1,0,1,0,0,0
248,22,1,3,16,2,7.0,1,1,0,1,0,0,1
249,18,2,1,8,2,4.0,1,0,1,1,0,1,1
250,16,1,0,0,2,14.0,1,1,0,1,0,0,0
251,18,1,1,0,2,7.0,1,1,0,1,0,0,1
252,16,2,0,6,3,8.5,1,1,0,1,1,1,0
253,18,1,1,4,3,7.5,1,1,0,1,0,0,1
254,16,1,0,0,1,8.5,1,0,0,1,0,0,1
255,17,1,0,0,4,10.0,1,0,0,1,0,0,0
256,17,1,1,2,2,8.0,1,1,1,1,0,1,1
257,17,4,0,6,-2,13.0,0,1,1,1,0,1,0
258,19,2,0,12,0,11.0,1,1,1,0,0,1,0
259,18,2,0,8,-1,14.5,1,1,0,1,0,0,0
260,17,4,0,0,-1,9.5,0,1,1,1,0,0,1
261,18,2,0,21,1,17.5,0,1,0,1,0,1,0
262,18,2,0,2,0,8.0,1,1,0,1,0,1,1
263,18,3,0,1,-1,12.5,1,0,0,1,0,0,0
264,17,3,0,4,-1,9.5,0,1,0,1,0,0,1
265,18,3,0,0,1,9.5,0,1,0,1,0,1,1
266,18,2,0,13,0,17.0,1,0,1,0,0,1,0
267,17,2,0,2,0,9.0,1,1,0,1,0,0,0
268,18,2,0,8,-2,11.0,0,0,0,1,0,0,0
269,18,2,0,10,-1,9.5,1,1,0,1,0,1,0
270,18,2,0,0,-6,3.0,0,0,0,1,0,1,1
271,19,2,2,15,0,9.0,0,1,0,1,0,1,1
272,18,4,0,4,-1,14.5,0,1,0,1,0,1,0
273,18,2,0,2,0,11.0,0,1,1,1,0,1,0
274,17,2,0,2,-1,14.5,1,0,0,1,0,1,0
275,17,2,0,2,0,10.0,0,1,0,1,0,1,0
276,17,2,0,6,0,12.0,0,1,1,1,1,1,0
277,18,2,0,75,-1,9.5,0,0,0,0,0,0,1
278,18,1,0,22,0,9.0,1,1,0,1,0,0,1
279,18,2,1,15,-1,8.5,0,1,0,1,1,1,1
280,18,1,0,8,1,10.5,1,1,1,1,0,0,0
281,17,1,0,30,0,8.0,1,1,1,0,0,0,1
282,17,1,1,19,-2,10.0,1,1,1,0,0,0,0
283,18,4,0,1,0,12.0,0,0,1,1,0,1,0
284,18,2,0,4,1,8.5,0,1,0,1,1,0,0
285,17,2,0,4,-1,9.5,0,1,0,1,0,1,0
286,17,2,0,2,-2,11.0,1,1,0,1,0,0,0
287,18,3,0,5,0,18.0,0,1,0,1,0,1,0
288,17,3,0,6,-1,12.5,0,1,0,1,0,1,0
289,18,3,0,6,-1,14.5,1,1,0,1,0,0,0
290,18,2,0,9,-2,14.0,1,1,1,0,0,1,0
291,18,2,0,11,-1,11.5,1,1,0,1,0,1,0
292,17,3,0,0,0,15.0,0,1,0,1,0,1,0
293,18,2,1,12,0,12.0,0,1,1,1,0,0,0
294,17,4,0,6,0,18.0,0,0,1,1,0,1,0
295,18,3,0,8,-1,13.5,1,0,1,1,0,1,0
296,17,1,0,4,-2,13.0,1,1,0,1,0,1,0
297,19,2,0,0,-1,9.5,0,1,0,1,0,1,1
298,18,2,0,10,-2,9.0,0,1,1,1,0,1,1
299,18,4,0,0,-1,13.5,0,1,0,1,0,1,0
300,18,1,0,5,-1,15.5,1,1,1,1,0,1,0
301,18,2,0,14,-2,11.0,0,1,1,0,0,1,0
302,17,1,0,0,0,11.0,1,1,1,1,0,0,0
303,17,3,0,0,-3,13.5,0,1,0,1,0,1,0
304,17,4,0,0,0,17.0,0,1,0,1,0,1,0
305,19,2,1,20,-1,14.5,1,1,0,1,0,1,0
306,18,2,1,8,-2,13.0,0,1,0,1,0,1,0
307,20,1,0,0,1,17.5,1,1,0,0,0,0,0
308,19,1,1,38,1,8.5,1,1,0,1,0,1,1
309,19,2,1,0,-3,13.5,1,0,0,1,0,0,0
310,19,2,1,18,-2,11.0,0,1,1,1,1,1,0
311,19,2,1,0,0,9.0,0,1,1,1,0,0,1
312,19,2,0,20,-2,13.0,0,1,0,1,0,1,0
313,19,2,1,3,-2,12.0,1,1,0,1,0,0,0
314,19,2,1,22,-3,11.5,0,1,1,1,0,1,0
315,19,3,2,14,-2,14.0,0,1,0,1,0,0,0
316,19,3,1,40,-2,12.0,0,0,0,1,0,0,0
317,18,2,0,0,0,8.0,0,1,0,1,0,1,1
318,18,3,0,9,1,9.5,0,1,0,1,0,1,1
319,17,3,0,0,0,11.0,0,0,0,1,0,1,0
320,18,2,0,2,0,11.0,0,1,0,1,0,1,0
321,17,2,0,23,0,13.0,0,1,0,0,0,1,0
322,17,2,0,12,-2,10.0,0,1,0,1,0,1,1
323,17,3,0,3,0,11.0,0,0,1,1,0,1,0
324,17,3,0,1,2,13.0,0,1,0,1,0,1,0
325,17,3,0,0,-1,15.5,0,1,1,1,0,0,0
326,18,3,0,3,3,10.5,1,1,0,1,0,0,0
327,17,1,0,3,1,14.5,1,1,0,1,0,0,0
328,17,1,0,8,-1,10.5,1,0,0,1,0,1,0
329,17,3,0,7,-1,9.5,0,1,0,1,0,1,1
330,17,3,0,4,0,14.0,0,1,0,1,0,1,0
331,18,4,0,2,-1,8.5,1,1,1,1,0,1,1
332,17,3,0,7,2,13.0,0,0,0,1,0,1,0
333,18,2,0,0,-7,3.5,0,1,0,1,0,0,1
334,18,2,0,0,0,8.0,0,1,1,1,0,0,1
335,18,4,0,0,-1,9.5,0,0,0,1,0,0,1
336,17,3,0,16,-1,15.5,0,1,0,1,0,0,0
337,19,3,1,12,-1,13.5,0,0,0,0,0,0,0
338,17,2,0,0,1,7.5,0,1,0,1,0,1,1
339,18,4,0,7,-1,15.5,0,1,1,1,0,1,0
340,17,2,0,4,1,9.5,0,0,0,0,0,1,0
341,19,3,1,4,1,11.5,0,1,0,1,0,0,0
342,18,2,1,0,0,10.0,1,1,0,1,0,1,1
343,18,2,0,11,-1,15.5,1,1,1,1,0,0,0
344,17,2,1,0,-1,8.5,0,1,0,0,0,1,1
345,18,3,0,4,-1,10.5,0,1,0,1,0,1,0
346,18,3,0,7,0,13.0,0,1,0,1,0,0,0
347,18,3,0,9,-1,15.5,1,0,0,1,0,0,0
348,18,3,0,0,0,10.0,1,1,0,1,0,1,1
349,17,3,0,0,2,14.0,0,1,0,1,0,1,0
350,18,1,1,10,2,12.0,1,0,0,1,0,1,0
351,19,2,3,8,-1,7.5,1,0,0,1,0,0,1
352,17,2,0,2,0,13.0,1,1,0,1,0,1,0
353,18,1,1,7,-1,7.5,1,1,1,1,0,0,1
354,19,1,1,4,0,8.0,1,0,0,1,0,1,1
355,17,2,0,4,-2,12.0,1,0,0,1,0,1,0
356,18,2,0,0,-1,9.5,0,1,0,1,0,1,1
357,17,2,0,4,1,12.5,0,0,0,1,0,1,0
358,17,2,0,2,0,12.0,0,1,1,0,0,0,0
359,18,1,0,4,0,10.0,1,1,1,1,0,0,0
360,18,3,0,0,-2,17.0,0,1,1,1,0,0,0
361,18,2,0,0,0,13.0,0,0,1,0,0,0,0
362,18,2,1,2,-1,12.5,1,0,1,1,0,0,0
363,18,2,0,0,0,11.0,0,1,0,1,0,1,0
364,17,2,0,0,-1,15.5,0,1,1,1,0,1,0
365,17,2,0,0,-1,11.5,0,0,0,1,0,0,0
366,18,2,0,4,0,10.0,1,0,0,1,0,1,0
367,18,3,0,0,0,13.0,1,1,1,1,0,0,0
368,17,1,1,0,-1,6.5,0,0,0,1,0,1,1
369,18,1,0,0,-1,10.5,0,1,0,1,0,1,0
370,18,2,0,10,-2,13.0,0,0,0,1,0,1,0
371,19,2,2,4,0,7.0,0,1,1,1,0,0,1
372,18,1,0,3,-2,13.0,1,0,1,1,0,1,0
373,17,3,0,8,-2,12.0,0,1,0,1,0,0,0
374,17,1,0,14,-1,5.5,0,0,0,1,0,0,1
375,18,3,0,0,-1,18.5,0,0,1,1,0,0,0
376,18,3,0,2,0,8.0,0,0,0,1,0,0,0
377,20,3,2,4,-1,14.5,0,1,0,1,0,1,0
378,18,2,0,4,1,8.5,0,0,1,1,0,0,0
379,18,2,0,0,0,15.0,0,1,0,1,0,0,0
380,17,2,0,17,0,10.0,0,0,0,1,0,1,0
381,18,2,0,4,-1,14.5,1,1,0,1,0,0,0
382,18,1,0,5,-1,6.5,1,0,0,1,0,0,1
383,17,2,0,2,0,11.0,1,1,0,1,0,0,0
384,19,1,1,0,-1,5.5,1,0,0,1,0,0,1
385,18,1,1,14,-1,5.5,1,0,0,1,0,0,1
386,18,3,0,2,-1,9.5,0,0,0,1,0,0,0
387,18,1,0,7,-1,5.5,0,0,0,1,0,1,1
388,19,3,1,0,-2,6.0,0,0,0,1,0,0,1
389,18,2,0,0,2,8.0,0,1,1,1,0,1,1
390,18,2,1,0,-1,5.5,0,1,0,1,0,0,1
391,20,2,2,11,0,9.0,1,1,1,0,0,1,1
392,17,1,0,3,2,15.0,1,1,1,1,0,0,0
393,21,1,3,3,-2,9.0,1,0,0,1,0,0,1
394,18,1,0,0,1,11.5,1,0,1,1,0,0,0
395,19,1,0,5,1,8.5,1,1,1,1,0,0,1
1000,18,2,0,4,11,5.5,0,1,0,0,1,0,0
1001,17,2,0,2,2,10.0,0,1,0,1,0,1,0
1002,15,2,0,6,1,12.5,0,1,1,1,1,0,0
1003,15,3,0,0,0,14.0,0,1,0,1,0,1,0
1004,16,2,0,0,2,12.0,0,1,0,1,0,1,0
1005,16,2,0,6,0,12.0,1,1,1,1,0,1,0
1006,16,2,0,0,-1,12.5,1,1,1,1,0,0,0
1007,17,2,0,2,3,11.5,0,1,0,0,1,1,0
1008,15,2,0,0,1,15.5,1,1,1,0,0,1,0
1009,15,2,0,0,0,12.0,1,1,0,1,0,1,0
1010,15,2,0,2,0,14.0,0,1,0,1,0,1,0
1011,15,3,0,0,2,11.0,0,1,0,1,0,1,0
1012,15,1,0,0,1,12.5,1,1,1,1,0,1,0
1013,15,2,0,0,0,12.0,1,1,0,1,0,1,0
1014,15,3,0,0,0,14.0,1,1,0,0,0,1,0
1015,16,1,0,6,0,17.0,0,1,0,1,0,1,0
1016,16,3,0,10,0,13.0,0,1,0,1,0,1,0
1017,16,2,0,2,1,13.5,0,1,0,1,1,1,0
1018,17,1,3,2,0,8.0,1,1,0,1,0,1,1
1019,16,1,0,6,0,12.0,1,1,1,1,0,0,0
1020,15,2,0,0,1,12.5,1,1,0,1,0,0,0
1021,15,1,0,0,1,11.5,1,1,0,1,0,1,0
1022,16,2,0,0,1,12.5,1,1,1,1,0,0,0
1023,16,2,0,2,0,10.0,1,1,1,1,0,1,0
1024,15,3,0,2,1,10.5,0,0,0,1,1,1,0
1025,16,1,0,6,1,10.5,0,1,0,1,0,1,0
1026,15,1,0,8,1,11.5,1,1,0,1,0,1,0
1027,15,1,0,0,0,11.0,1,1,0,1,0,0,0
1028,16,2,0,2,0,12.0,1,1,1,0,1,1,0
1029,16,2,0,4,-1,11.5,1,1,0,1,0,1,0
1030,15,2,0,0,1,10.5,1,1,0,1,0,1,0
1031,15,2,0,2,0,15.0,1,1,0,1,0,1,0
1032,15,2,0,0,1,13.5,1,0,0,1,0,1,0
1033,15,2,0,0,-1,12.5,1,1,1,1,0,0,0
1034,16,1,0,4,0,12.0,1,1,0,1,0,1,0
1035,15,1,0,4,0,11.0,0,1,0,1,0,1,0
1036,15,3,0,0,0,14.0,1,1,1,1,0,1,0
1037,16,3,0,4,0,13.0,1,0,0,0,0,1,0
1038,15,3,0,2,1,11.5,0,0,0,1,1,1,0
1039,15,1,0,8,-1,13.5,0,0,0,1,1,1,0
1040,16,2,0,16,0,11.0,0,1,1,1,0,1,0
1041,15,1,0,8,1,10.5,1,1,1,1,0,1,0
1042,15,2,0,0,1,14.5,1,1,0,1,0,1,0
1043,15,1,0,0,1,9.5,1,1,0,1,1,1,0
1044,16,2,1,14,1,10.5,0,1,1,1,1,0,0
1045,15,2,0,4,1,10.5,0,1,1,0,1,1,0
1046,16,2,0,6,-1,12.5,0,1,1,0,0,1,0
1047,16,4,0,2,0,17.0,1,1,0,1,0,0,0
1048,15,2,0,4,1,11.5,1,1,0,1,0,1,0
1049,15,2,0,2,-1,12.5,0,1,0,1,1,1,0
1050,16,2,0,0,-1,13.5,0,1,1,1,0,1,0
1051,15,2,0,0,-2,15.0,0,1,1,1,0,1,0
1052,15,1,0,4,-1,9.5,1,1,1,0,0,0,1
1053,15,1,0,0,-1,12.5,0,1,0,1,1,1,0
1054,15,1,0,0,-1,12.5,0,1,1,0,0,0,0
1055,16,2,0,2,1,12.5,0,1,0,0,0,0,0
1056,15,2,0,0,-1,14.5,0,1,0,0,0,1,0
1057,15,2,0,8,0,15.0,1,1,0,1,0,1,0
1058,15,2,0,0,-1,13.5,1,1,1,1,1,1,0
